address,block,withdraw_rewards,withdraw_commission
fxvaloper1qjz9334grynx8lg6ae9vj2fnktgj7u0qvq3szl,3159361,11551.694803553397,25507.034091839807
fxvaloper1qcpxytptp0rfawxhgtm8z69y65g3g7d247d3wv,3159408,11553.70804793766,23239.037402816277
fxvaloper1pvv04yexryyxsraalwcephkavtwsadzh5yatru,3159391,11552.568636681204,38098.100742306415
fxvaloper1pcr9h9evn05rpussq9wahmerqjh380mepmshnp,3582220,0.0006472126660212001,63.66730417573237
fxvaloper1z67rkadwrp2nf4zwxpktpqnw969plelyjj5alt,2680876,0.6895135831713621,1.3635584911696594
fxvaloper1z67rkadwrp2nf4zwxpktpqnw969plelyjj5alt,3163649,23.13609300946676,0.0
fxvaloper1z67rkadwrp2nf4zwxpktpqnw969plelyjj5alt,3967209,493.9089518025019,1935.9830973952774
fxvaloper1yqz7fm3els5we5cq4h6ug3yywm7sfpl0jm2pxh,3159404,11553.35393019847,25816.244226809602
fxvaloper1ycy79ct7anmz5gmck7jann2c3lhwm8ztm5x3ch,2790492,0.8578844076192964,19.87733535124099
fxvaloper1ycy79ct7anmz5gmck7jann2c3lhwm8ztm5x3ch,3376004,0.07663538491466419,133.90024536462627
fxvaloper1yc0v6at49lc9n8rvvcw86rgf2cgc26jy4ckzkj,3159345,11554.373523476395,23836.24765098895
fxvaloper19g2087ksund76mv3vt598pd6p563f856wqldkg,2681414,6.993080293303958,484.77357956228843
fxvaloper19g2087ksund76mv3vt598pd6p563f856wqldkg,2698307,1.582119385293166,112.91171353382899
fxvaloper19g2087ksund76mv3vt598pd6p563f856wqldkg,2777433,7.483399610744826,526.6438902850864
fxvaloper19g2087ksund76mv3vt598pd6p563f856wqldkg,2839934,7.29388951811792,415.4137081854201
fxvaloper19g2087ksund76mv3vt598pd6p563f856wqldkg,2844983,0.5889849717920526,33.53106366766397
fxvaloper19g2087ksund76mv3vt598pd6p563f856wqldkg,3101577,441.6806961651082,1715.7662213680378
fxvaloper19g2087ksund76mv3vt598pd6p563f856wqldkg,3547765,2347.3165229873102,2861.101605904463
fxvaloper19g2087ksund76mv3vt598pd6p563f856wqldkg,3592313,225.3080007313906,274.6385885234549
fxvaloper19g2087ksund76mv3vt598pd6p563f856wqldkg,3652193,306.1880390705362,373.30559949942307
fxvaloper19g2087ksund76mv3vt598pd6p563f856wqldkg,3751941,509.14534135865756,620.8845754318694
fxvaloper19g2087ksund76mv3vt598pd6p563f856wqldkg,3825303,372.8630941050274,454.7892052769771
fxvaloper19g2087ksund76mv3vt598pd6p563f856wqldkg,3886203,303.36434726864707,370.09839354542527
fxvaloper19g2087ksund76mv3vt598pd6p563f856wqldkg,3962324,383.1178075053113,467.5022373314895
fxvaloper19g2087ksund76mv3vt598pd6p563f856wqldkg,4032473,352.9282319314726,430.76612639313834
fxvaloper19g2087ksund76mv3vt598pd6p563f856wqldkg,4115213,415.86252344013576,507.70065809452075
fxvaloper1xrzyg8w0ccm07z80cm5zxkcclfylcujneaxtuy,3159442,11552.298292175496,27259.12454163633
fxvaloper18p4q7fzj76x2s4p3upzkzxvqsyecfz2yx2y4x9,3159349,11550.08909786342,28607.3031040577
fxvaloper1fxhwgkxphr6adkp84ka9cddqk8l8axr4j4egdl,3159388,11539.885997279313,38620.88641483387
fxvaloper1fxlpxnlrgquwaes5wrt5awdaymv5wpntfgsct8,3159395,11554.776408554648,24163.64953145666
fxvaloper1290uryg96klfsdn3usktwcy5t3qxh8eclsmtqy,3159398,11551.464078368503,19874.49263202631
fxvaloper12dzp2wydkc8rtjeejehsck8kwmrxz7tk3t8h6s,3738552,4.005172134715073,515.2344464778689
fxvaloper1t28sjqjfg0zs9wuzpyu3m59c2g4jh6q6nck2w6,4056245,599.2551414934619,324.4957349477138
fxvaloper1drrh5nhcn40x827j8rgx9kg9f5nftut63hnz2s,3733836,9.94701607246495,1068.54209414973
fxvaloper1337eaaxxqd7l3jw6hwsrh0rvcjgfzgwqdtfq8x,3551909,0.007928976624462103,205.92716123671372
fxvaloper1337eaaxxqd7l3jw6hwsrh0rvcjgfzgwqdtfq8x,4033230,27.936652183653596,206.27928188579713
fxvaloper1359ld4urxm0807wcmyth9dkmsw2pwznjeh26pt,3159448,11552.852018581147,40586.81707636196
fxvaloper1nammyssvfumll85kx6fwwje3qy3pkpvkw35p89,3551898,0.0012676670944646,657.4029343701326
fxvaloper1nammyssvfumll85kx6fwwje3qy3pkpvkw35p89,4033200,4.168256882322673,474.51598342378867
fxvaloper1nammyssvfumll85kx6fwwje3qy3pkpvkw35p89,4077041,0.3762927479535214,43.504976579090844
fxvaloper14y39e3ujz2m0y2we8tqjwppmj5j4vh80hyafz7,3159454,11515.18735936555,25565.984049725703
fxvaloper1ke3gmlz77w700w65qyhtc3y3ahtwupjk3szeph,3159294,11551.616855353937,25750.568591673098
fxvaloper1c0gnd02hwatfukgcux5f3hvhutcfj9kdvqrmuj,3551912,0.000591215829109999,367.68966212870134
fxvaloper1c0gnd02hwatfukgcux5f3hvhutcfj9kdvqrmuj,4033203,4.6320021434142316,539.093103128473
fxvaloper1evpmc2je2mmvad3pukyre0xw37y0cdr5pqptke,3219396,0.000840163339465386,23.250354626381444
fxvaloper1engnd3l9gg67gggr7n4wq7c32zavd9sq4faxua,3159430,11552.951083619471,24311.60505176332
fxvaloper16evwmqjz8gd2wwl3qu83a3f3mlkp4yelqew850,3159365,11553.209850011097,20939.322171131553
fxvaloper1ms606vz2zrxw7752y5ae8z4zyp52ajjacv9qyd,3159438,11551.250347704632,24245.883220452746
fxvaloper1maactzfltlrr304dsnm8fffjtupcs4ehjedchy,3159356,11555.388663367632,26245.007812959397
fxvaloper1u2736s9hm43ds6xxje0d2qhhy2m56akaf8up7t,3159434,11552.361789043001,23699.689167352855
fxvaloper1umj9xqdv7q2quvtks8j66mwrj9wcfqp4486qgn,2681576,0.35084010303505203,1.403062229124346
fxvaloper1umj9xqdv7q2quvtks8j66mwrj9wcfqp4486qgn,2897873,5.199425185789477,32.67546198911309
fxvaloper1umj9xqdv7q2quvtks8j66mwrj9wcfqp4486qgn,2948881,9.656169816245352,38.899317032588485
fxvaloper1umj9xqdv7q2quvtks8j66mwrj9wcfqp4486qgn,3120109,32.45456295343599,116.04194818652914
fxvaloper1umj9xqdv7q2quvtks8j66mwrj9wcfqp4486qgn,3328120,0.0018532108596174802,198.87125672564162
fxvaloper1umj9xqdv7q2quvtks8j66mwrj9wcfqp4486qgn,3737008,2.2405942085642114,806.4440016174477
fxvaloper1a73plz6w7fc8ydlwxddanc7a239kk45jnl9xwj,3159376,11552.78803186503,86867.60286606575
fxvaloper1780uflqpght7etzq8auv0ram6rwy3wd69vdxc9,3372782,4.251614889744292,419.37017870621685
fxvaloper1780uflqpght7etzq8auv0ram6rwy3wd69vdxc9,3372901,0.000522980450533,0.4887953052965705
fxvaloper1780uflqpght7etzq8auv0ram6rwy3wd69vdxc9,3434415,0.26577841194806545,249.83097087097931
fxvaloper1780uflqpght7etzq8auv0ram6rwy3wd69vdxc9,3473606,0.1694245786033122,161.3888896786077
fxvaloper1780uflqpght7etzq8auv0ram6rwy3wd69vdxc9,3490141,0.07156090583058751,68.01220866233656
fxvaloper1780uflqpght7etzq8auv0ram6rwy3wd69vdxc9,3549726,0.2578109384219756,244.70873867458826
fxvaloper1780uflqpght7etzq8auv0ram6rwy3wd69vdxc9,3605205,0.945928286004996,229.97302160947444
fxvaloper1780uflqpght7etzq8auv0ram6rwy3wd69vdxc9,3697431,3.9654717511009334,389.73382996067375
fxvaloper1780uflqpght7etzq8auv0ram6rwy3wd69vdxc9,3751904,2.3409741432349853,230.05454239322177
fxvaloper1780uflqpght7etzq8auv0ram6rwy3wd69vdxc9,3857047,4.490508413573591,445.35620517679723
fxvaloper1780uflqpght7etzq8auv0ram6rwy3wd69vdxc9,4032470,8.780034409677183,774.8620562382205
fxvaloper1780uflqpght7etzq8auv0ram6rwy3wd69vdxc9,4100801,4.94621427102933,301.2123803930393
fxvaloper17k6kc0mqnnccqqgkm3d2nzp0jqxpjutxhqyay6,3159413,11555.416464150272,42447.704402242016
fxvaloper1lgzkn292ap2a4t8dvsq0cf5qfkkuplcnztcnvp,2870731,116.60045222405145,5.981386344107535
fxvaloper1lgzkn292ap2a4t8dvsq0cf5qfkkuplcnztcnvp,3228364,173.60709196357794,0.0
fxvaloper1lgzkn292ap2a4t8dvsq0cf5qfkkuplcnztcnvp,3586171,162.90097627868766,0.0
