,address,wallet_address,moniker,oustanding_commisison,outstanding_rewards,withdrawn_commission,withdrawn_rewards,accumulated_commission,accumulated_rewards,total
19,fxvaloper1c4glwxgvs5vjx9j2w4ef7r4480cfs2dkv7h8u2,fx1c4glwxgvs5vjx9j2w4ef7r4480cfs2dky02cz2,Scissors,393.18981116659796,20.774688599209416,0.0,0.0,393.18981116659796,20.774688599209416,413.9644997658074
20,fxvaloper1h88fa2my5ns6ydpvzdjhtmjw4smz2zzd4eg7sv,fx1h88fa2my5ns6ydpvzdjhtmjw4smz2zzdag4pwv,Paper,620.9858320043195,36.69617750967011,0.0,0.0,620.9858320043195,36.69617750967011,657.6820095139896
21,fxvaloper19g2087ksund76mv3vt598pd6p563f856wqldkg,fx19g2087ksund76mv3vt598pd6p563f856x3zjgg,FxWorld,173.98376090567695,71.39527965222553,12938.146713642062,6640.278672427849,13112.13047454774,6711.673952080075,19823.804426627816
22,fxvaloper1780uflqpght7etzq8auv0ram6rwy3wd69vdxc9,fx1780uflqpght7etzq8auv0ram6rwy3wd6dasex9,Fox,236.4620003568508,5.4381826308311725,5447.388634330204,75.84277305790314,5683.8506346870545,81.28095568873432,5765.131590375789
23,fxvaloper1drrh5nhcn40x827j8rgx9kg9f5nftut63hnz2s,fx1drrh5nhcn40x827j8rgx9kg9f5nftut6exwa5s,NOBI,769.7102422355237,5.0639516134956,1779.949859660132,15.763907621121982,2549.6601018956558,20.827859234617584,2570.4879611302736
24,fxvaloper126pplyfsrshzvjutslee8369uhc3hvmxml8adf,fx126pplyfsrshzvjutslee8369uhc3hvmxnw6znf,212th FX Battalion,1569.9129014552507,3.3634577164846897,4271.741557649499,16.2995282481541,5841.65445910475,19.66298596463879,5861.317445069389
25,fxvaloper1evpmc2je2mmvad3pukyre0xw37y0cdr5pqptke,fx1evpmc2je2mmvad3pukyre0xw37y0cdr5f3u5ge,paf_yyc_ca,1213.6854590728597,28.295379106120958,2479.093571022463,0.0012359481562711542,3692.779030095323,28.29661505427723,3721.0756451496
26,fxvaloper1ycy79ct7anmz5gmck7jann2c3lhwm8ztm5x3ch,fx1ycy79ct7anmz5gmck7jann2c3lhwm8ztn9mwxh,SmallFort,1333.2627012620665,12.743030549723333,153.77758071586726,0.9345197925339606,1487.0402819779338,13.677550342257293,1500.717832320191
27,fxvaloper1886ndwvun7gs2cqqe6k5vg9uddmvqgsz2vvsn8,fx1886ndwvun7gs2cqqe6k5vg9uddmvqgszza30d8,Scale Moment Group,523.299259696083,165.2214726079065,0.0,0.0,523.299259696083,165.2214726079065,688.5207323039895
28,fxvaloper1t569mgfscvmzrrrwqkzc2g3g2lxffpvh2s3pv8,fx1t569mgfscvmzrrrwqkzc2g3g2lxffpvhzpv7j8,Superbit123,3906.2490844541453,13.442457870529461,0.0,0.0,3906.2490844541453,13.442457870529461,3919.6915423246746
29,fxvaloper12dzp2wydkc8rtjeejehsck8kwmrxz7tk3t8h6s,fx12dzp2wydkc8rtjeejehsck8kwmrxz7tke66gys,DAOverse,295.7732895230954,4.980092660802802,1661.3319853174821,22.335578512170038,1957.1052748405775,27.31567117297284,1984.4209460135503
30,fxvaloper1srkazumnkle6uzmdvqq68df9gglylp3pkhuwna,fx1srkazumnkle6uzmdvqq68df9gglylp3p7xp3da,Litecoin Foundation,6774.052102849768,7.515264686208707,0.0,0.0,6774.052102849768,7.515264686208707,6781.567367535977
31,fxvaloper1zn0p7rqp2s702r4aua98gdtlwp6gza904h2dls,fx1zn0p7rqp2s702r4aua98gdtlwp6gza90axhjps,LuckyFX,279.5243228845276,9.900618566726624,0.0,0.0,279.5243228845276,9.900618566726624,289.4249414512542
32,fxvaloper19f4ert89u26flp67wh6e83h2a8kclmlmc8uj8j,fx19f4ert89u26flp67wh6e83h2a8kclmlmskpdej,FXV1,9.900618566726624,0.0,0.0,0.0,9.900618566726624,0.0,9.900618566726624
33,fxvaloper1astdkdrxlgylehy0jpqv2e357kl6pq0ccq4u73,fx1astdkdrxlgylehy0jpqv2e357kl6pq0cs3grq3,nexus,48.68327122566542,3.7748874879784355,0.0,0.0,48.68327122566542,3.7748874879784355,52.458158713643854
34,fxvaloper19fyfq60lyhv8nlanukfmrg5lp66s8q20vx3jj5,fx19fyfq60lyhv8nlanukfmrg5lp66s8q20yhvdv5,Dapp.com,555.9030483280246,2.051173269226698,0.0,0.0,555.9030483280246,2.051173269226698,557.9542215972514
35,fxvaloper1pa4mt67gk67l3ksgwatm56vfjze7y922j2p2q5,fx1pa4mt67gk67l3ksgwatm56vfjze7y9226mu475,🌖🚀Moonbase,0.02315011442745535,1.4999348315371277,0.0,0.0,0.02315011442745535,1.4999348315371277,1.523084945964583
36,fxvaloper1r4f58l7x5eyn82e36tetc69fd9xf65x5e3k34g,fx1r4f58l7x5eyn82e36tetc69fd9xf65x53qtwtg,World of FX Wizards,594.5792323723896,5.843623225343074,0.0,0.0,594.5792323723896,5.843623225343074,600.4228555977327
37,fxvaloper14y39e3ujz2m0y2we8tqjwppmj5j4vh80hyafz7,fx14y39e3ujz2m0y2we8tqjwppmj5j4vh80l4qku7,Amsterdam,29918.822489618484,5.917808551014145,25565.984049725703,11515.18735936555,55484.80653934419,11521.105167916563,67005.91170726075
38,fxvaloper1290uryg96klfsdn3usktwcy5t3qxh8eclsmtqy,fx1290uryg96klfsdn3usktwcy5t3qxh8echpx57y,Bucharest,21070.38980373126,5.917935033080239,19874.49263202631,11551.464078368503,40944.88243575757,11557.382013401582,52502.264449159156
39,fxvaloper1qcpxytptp0rfawxhgtm8z69y65g3g7d247d3wv,fx1qcpxytptp0rfawxhgtm8z69y65g3g7d2a0swsv,ChiangMai,20815.828433394872,5.918136470943194,23239.037402816277,11553.70804793766,44054.865836211146,11559.626184408604,55614.49202061975
40,fxvaloper1engnd3l9gg67gggr7n4wq7c32zavd9sq4faxua,fx1engnd3l9gg67gggr7n4wq7c32zavd9sqacqeza,Cyprus,24458.275140763897,5.917658703220555,24311.60505176332,11552.951083619471,48769.88019252721,11558.868742322691,60328.74893484991
41,fxvaloper1u2736s9hm43ds6xxje0d2qhhy2m56akaf8up7t,fx1u2736s9hm43ds6xxje0d2qhhy2m56akapkp7qt,Delhi,26606.436991477618,5.917887585075871,23699.689167352855,11552.361789043001,50306.12615883048,11558.279676628077,61864.40583545856
42,fxvaloper1359ld4urxm0807wcmyth9dkmsw2pwznjeh26pt,fx1359ld4urxm0807wcmyth9dkmsw2pwznj3xh9lt,Dubai,26660.977452375464,5.917887124619074,40586.81707636196,11552.852018581147,67247.79452873742,11558.769905705765,78806.56443444318
43,fxvaloper1yqz7fm3els5we5cq4h6ug3yywm7sfpl0jm2pxh,fx1yqz7fm3els5we5cq4h6ug3yywm7sfpl062h7ch,Innsbruck,24290.937939019634,5.918055287204079,25816.244226809602,11553.35393019847,50107.18216582923,11559.271985485673,61666.4541513149
44,fxvaloper1xrzyg8w0ccm07z80cm5zxkcclfylcujneaxtuy,fx1xrzyg8w0ccm07z80cm5zxkcclfylcujn3vm5zy,Istanbul,35294.18075704709,5.9178900529137675,27259.12454163633,11552.298292175496,62553.30529868342,11558.216182228409,74111.52148091183
45,fxvaloper18p4q7fzj76x2s4p3upzkzxvqsyecfz2yx2y4x9,fx18p4q7fzj76x2s4p3upzkzxvqsyecfz2ywme2c9,Jakarta,23010.15395017767,5.918271273043718,28607.3031040577,11550.08909786342,51617.457054235376,11556.007369136463,63173.46442337184
46,fxvaloper1pvv04yexryyxsraalwcephkavtwsadzh5yatru,fx1pvv04yexryyxsraalwcephkavtwsadzhu4q5au,London,27720.676386998668,5.917810456560039,38098.100742306415,11552.568636681204,65818.77712930509,11558.486447137764,77377.26357644286
47,fxvaloper1yc0v6at49lc9n8rvvcw86rgf2cgc26jy4ckzkj,fx1yc0v6at49lc9n8rvvcw86rgf2cgc26jyaftagj,Madrid,36241.2467230461,5.918245347670794,23836.24765098895,11554.373523476395,60077.49437403504,11560.291768824067,71637.78614285911
48,fxvaloper1ms606vz2zrxw7752y5ae8z4zyp52ajjacv9qyd,fx1ms606vz2zrxw7752y5ae8z4zyp52ajjasacl6d,Miami,36423.751079570415,5.917867978073776,24245.883220452746,11551.250347704632,60669.63430002316,11557.168215682706,72226.80251570586
49,fxvaloper1fxlpxnlrgquwaes5wrt5awdaymv5wpntfgsct8,fx1fxlpxnlrgquwaes5wrt5awdaymv5wpntped848,Montreal,31617.75112621041,5.918041073259486,24163.64953145666,11554.776408554648,55781.400657667065,11560.694449627907,67342.09510729497
50,fxvaloper17k6kc0mqnnccqqgkm3d2nzp0jqxpjutxhqyay6,fx17k6kc0mqnnccqqgkm3d2nzp0jqxpjutxl3ez66,NewYork,36479.112510146275,5.91806609261686,42447.704402242016,11555.416464150272,78926.81691238828,11561.33453024289,90488.15144263118
51,fxvaloper1maactzfltlrr304dsnm8fffjtupcs4ehjedchy,fx1maactzfltlrr304dsnm8fffjtupcs4eh6gs8fy,Seoul,32624.9212594876,5.918368535150028,26245.007812959397,11555.388663367632,58869.929072447,11561.307031902783,70431.23610434978
52,fxvaloper16evwmqjz8gd2wwl3qu83a3f3mlkp4yelqew850,fx16evwmqjz8gd2wwl3qu83a3f3mlkp4yelggnc20,Shenzhen,24165.072480916835,5.9181822741637715,20939.322171131553,11553.209850011097,45104.39465204839,11559.12803228526,56663.52268433365
53,fxvaloper1a73plz6w7fc8ydlwxddanc7a239kk45jnl9xwj,fx1a73plz6w7fc8ydlwxddanc7a239kk45jmwcesj,Singapore,102443.45891051923,5.60671778913449,86867.60286606575,11552.78803186503,189311.06177658497,11558.394749654164,200869.45652623914
54,fxvaloper1ke3gmlz77w700w65qyhtc3y3ahtwupjk3szeph,fx1ke3gmlz77w700w65qyhtc3y3ahtwupjkeplxlh,SoPaulo,36996.458179324305,5.918438312369705,25750.568591673098,11551.616855353937,62747.0267709974,11557.535293666308,74304.56206466371
55,fxvaloper1fxhwgkxphr6adkp84ka9cddqk8l8axr4j4egdl,fx1fxhwgkxphr6adkp84ka9cddqk8l8axr46yyhnl,Taipei,28098.79185879449,5.918023452454311,38620.88641483387,11539.885997279313,66719.67827362836,11545.804020731766,78265.48229436013
56,fxvaloper1qjz9334grynx8lg6ae9vj2fnktgj7u0qvq3szl,fx1qjz9334grynx8lg6ae9vj2fnktgj7u0qy3v0ul,Tokyo,30239.54804836566,5.918182183561194,25507.034091839807,11551.694803553397,55746.58214020547,11557.612985736958,67304.19512594242
